,TS5b,TS5c,TS5d,TS8b,TS9b,TS9d,TS6a,TS6b,TS6c,TS6d,TS6e,TS6f,TS7a,TS7c,TS7e,TS7f,TS7g,TS7h,TS8a,TS8d,TS8J,TS8K,TS8L
TRINITY_DN39202_c0_g1,0.715,0.383,0.274,0.223,0.395,0.76,0.491,0,0.56,0.69,0.989,0.219,0,0.321,0.09,0.307,2.357,1.139,1.489,2.41,3.807,1.602,8.276
TRINITY_DN39205_c0_g1,0,0,0,0,0,0,0.605,0,0,0,0,0.05,0,0,0,0,0,0,0.072,0,0,0,0
TRINITY_DN39206_c0_g1,1.457,1.374,1.279,1.171,1.537,3.67,1.29,0.975,1.068,0,2.168,2.6,0.362,1.776,1.38,1.443,0.177,0,3.423,0.09,0,0,0.501
TRINITY_DN39218_c0_g1,0,0,0.724,0,0,0,0.316,0,0,0.106,1.706,1.203,0,0,0,0.066,0,0,0,0,0,0,0
TRINITY_DN39220_c0_g1,0,0,0,0,0,0,0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39221_c0_g1,0.669,0.548,0.418,1.71,0.336,0.723,0.912,0.18,0.254,2.414,0.372,0.286,0,0.929,0.278,0.116,1.567,1.334,3.506,3.813,7.412,2.047,8.99
TRINITY_DN3923_c0_g1,0.807,0.739,0.386,0.706,0.789,1.126,0.728,0.402,0.691,4.948,1.08,1.001,0.578,0.888,0.482,0.68,5.04,3.665,5.729,6.672,3.676,4.415,9.901
TRINITY_DN39233_c0_g1,0.797,1.269,0.523,0.585,0.848,1.718,0.623,0.71,0.586,0.066,1.198,0.446,0.408,0.929,0.686,0.614,0.068,0.052,1.686,0,0,0,0
TRINITY_DN39238_c0_g1,0,0,0,0,0,0,9.088,0.06,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0
TRINITY_DN39250_c0_g1,0.981,0.982,0.41,0.92,0.756,1.934,0.868,0.607,0.499,3.741,1.397,0.833,0.316,0.551,0.637,0.647,5.149,3.872,8.014,8.992,8.937,4.847,9.765
TRINITY_DN39253_c0_g1,0,0,0,0,0,0,0.482,0,0,1.061,0.535,0.539,0.955,0,0.114,0.249,1.444,1.398,0,0.737,0.384,0.529,2.278
TRINITY_DN39258_c0_g1,6.563,0.435,0.346,1.459,1.302,0.685,0.684,1.265,0.735,2.176,1.225,1.077,1.132,0.395,1.462,0.506,8.255,0.052,0.269,3.507,1.585,12.938,13.014
TRINITY_DN39261_c0_g1,0,0,0,0,0,0,0.588,0,1.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39263_c0_g1,0,0,0.08,0.372,0.042,0.272,0.737,0.248,0,0,0.091,0.135,0,0.049,0.041,0.041,0.341,0.531,0.352,0.504,1.141,0.557,0.683
TRINITY_DN39280_c0_g1,0.11,0.27,0,0,0.092,0.704,0.544,0.111,0.516,1.924,0.816,0.715,0.454,0.099,0.253,0.564,1.281,0.35,1.996,0.18,7.816,0.947,2.475
TRINITY_DN3931_c0_g1,0.247,0.235,0,0.139,0.118,0.094,0.597,0.222,0.613,0.212,0,0.16,0,0.51,0,0,0.599,0,1.013,0,3.857,0.682,0.774
TRINITY_DN3931_c0_g2,0.77,0,0.056,0.548,0,1.07,0,0,0,0.212,0.671,0.311,0.239,0.354,0.221,0.498,2.316,0.855,1.127,4.082,1.717,1.657,4.525
TRINITY_DN39315_c0_g1,0,0.461,0,0.725,0.16,0.197,0.474,0,0.359,0,0.172,1.077,0.154,0.354,0.147,0.324,0,0.609,5.036,1.277,1.525,0.474,5.087
TRINITY_DN39319_c0_g1,0,0,0,3.447,0,0,0.851,0,0.648,0,0,1.456,0.709,0,0,0,1.989,0.738,0,0,0,0,0
TRINITY_DN39337_c0_g1,0.192,0,0.145,0,0,0.995,0.465,0,0.175,0,0,0.707,0,0.173,0.147,0.158,0,0.997,1.044,0.953,1.252,0.696,2.08
TRINITY_DN39386_c0_g1,0.825,0,0,0.307,0.411,0.695,0.535,0.162,0.928,0.955,1.352,0.614,0.539,1.192,0,0,0,0.518,4.085,0.827,0.868,0.599,0.364
TRINITY_DN39391_c0_g1,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39395_c0_g1,0.257,0.07,0,0.232,0.067,0,0.623,0.256,0.079,1.963,0.236,0.311,0,0.387,0.131,0.075,0.422,0.091,2.699,2.14,7.573,0.097,1.716
TRINITY_DN39405_c0_g1,0.183,0.443,0,0,0.453,0.582,0.298,0.735,1.549,1.592,0.499,0.513,0.3,0.666,0.139,0,0.3,0.388,1.52,0.306,1.454,0.891,2.43
TRINITY_DN3942_c0_g1,0.339,0,0.129,0,0,0.357,0.842,0,0,0.743,0.154,0.32,0,0,0,0,1.117,0.725,3.299,0.863,1.808,0.418,3.022
TRINITY_DN39420_c0_g1,1.723,0,0,1.533,1.436,0.582,0.597,1.18,0.683,0.663,0.163,0.084,0,0.082,0.065,0.78,4.073,2.137,5.057,2.158,8.523,5.919,2.673
TRINITY_DN39421_c0_g1,0.541,0.217,2.1,0,0.109,3.154,0.553,0,0.131,0.982,0,0,0,27.03,0,0,0.45,3.457,1.499,1.601,15.955,0.501,5.452
TRINITY_DN39426_c0_g1,0.385,0.461,0,0,0,0,0.79,0.385,0.543,2.229,0.172,0,0,0,0,0.324,0,0.401,3.713,2.248,7.886,0.696,4.237
TRINITY_DN39447_c0_g1,0,0,0,0.112,0.697,0,0.588,0,0,0.862,0.109,0,2.357,0.107,0,0,0.981,0.129,0.496,0,0.323,0.153,0.273
TRINITY_DN39452_c0_g1,0.266,0.043,0,0.204,0.176,0.056,0.395,0.162,0,1.565,0,0.05,0,0.732,0.123,0,0,0.052,0.755,1.007,51.357,0.265,8.929
TRINITY_DN39453_c0_g1,0.376,0.156,0.145,0.269,0,0,0.386,0,0.271,0.69,0,0,0,0.255,0.221,0.166,0.313,0.104,4.105,2.086,4.201,0.585,4.723
TRINITY_DN39460_c0_g1,0.156,0.061,0.056,0.362,0.067,0.413,0.509,0.077,0.14,3.144,0.354,0.21,0,0.074,0.18,0.398,2.057,1.567,2.368,3.399,1.656,1.713,3.493
TRINITY_DN39479_c0_g1,2.649,2.73,2.559,2.843,1.948,5.998,0.763,0.932,2.416,12.974,1.442,0.791,1.356,1.488,1.495,1.336,7.397,5.918,14.385,15.25,18.762,6.546,27.79
TRINITY_DN39492_c0_g1,5.445,0.765,1.931,1.775,0.294,1.258,0.579,4.489,2.556,5.346,2.177,1.43,0.585,0.428,0.629,1.518,3.91,9.336,2.141,1.601,8.381,5.236,5.315
TRINITY_DN39504_c0_g1,0.22,0.365,0.266,0.53,0.092,0.357,0.737,0.111,0.105,1.313,1.243,0.732,0.277,0,0.433,0.191,1.117,0.712,1.717,2.464,1.505,1.797,4.541
TRINITY_DN39508_c0_g1,521.66,580.521,462.131,578.931,705.897,758.436,500.681,666.552,610.057,703.142,650.867,582.49,566.791,628.337,494.59,549.013,824.519,738.549,484.365,512.005,476.757,671.828,492.07
TRINITY_DN39524_c0_g1,1.256,0.574,0,0.836,0,0.188,0.439,0.359,0.166,1.3,0.327,0.168,0.732,0.485,0.27,0.456,2.343,2.279,2.223,1.205,3.09,3.064,4.358
TRINITY_DN39530_c0_g1,0,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39544_c0_g1,0.11,0.443,0.089,0.204,0.092,0.347,0.36,0,0,0,0.408,0.303,0,0.099,0.082,0,0,0,1.231,0,0,0,0
TRINITY_DN39555_c0_g1,0.339,0.07,0,0.158,0,0.911,0.421,0,0.079,0.371,0.236,0,0.069,0,0.523,0.365,0.422,0.738,0.238,0.719,0.808,1.476,1.549
TRINITY_DN39561_c0_g1,6.453,0,0,0,0,0,0.579,2.223,0.114,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39567_c0_g1,0,0.2,0.097,0.112,0,0,0.702,0.12,0,0.172,0.336,0,0,0,0.09,0,1.199,0.259,1.861,0.827,1.303,1.198,2.46
TRINITY_DN39570_c0_g1,0.99,0.617,0.435,0.641,0.285,1.962,0.763,0.171,0.901,1.963,1.179,1.767,0.632,1.028,1.372,1.095,2.479,3.457,2.368,1.169,12.218,0.891,5.755
TRINITY_DN39573_c0_g1,0,0,0.169,0,0,0.225,0.535,0,0,1.247,0.59,0,0,0,0,0.365,1.049,0.686,0,1.079,0.858,0.265,3.781
TRINITY_DN3960_c0_g1,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39610_c0_g1,0.742,1.208,0.29,1.394,1.083,5.266,0.684,0,0,3.529,0.082,0,0.539,0.419,0.074,0.241,0.926,1.994,17.022,1.888,8.502,6.894,8.853
TRINITY_DN39612_c0_g1,0,0.148,0,0.167,0,0.188,0.588,0.18,0.674,1.565,0.49,1.01,0.146,0.164,0,0.456,0.586,0.194,4.478,1.205,3.585,1.755,4.784
TRINITY_DN39632_c0_g1,0,0.191,0.177,0,0.579,0,0.579,0,0,0,1.279,0.438,0,0.214,0,0,0,0,1.613,0,0,0,0
TRINITY_DN39638_c0_g1,0,0,0,0,0,0,1.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39639_c0_g1,0.752,0.748,0,0.251,0.269,0.113,0.404,1.24,0.508,1.817,0.2,0.345,0.585,1.077,0.163,0,2.166,1.8,2.802,0.468,1.747,2.618,17.175
TRINITY_DN39646_c0_g1,0.55,0.226,0.161,0.585,0,0.15,0.509,0.342,0.263,2.428,0.644,0.252,0.285,0.444,0.057,0.357,1.962,1.334,0.972,3.183,1.303,2.145,3.159
TRINITY_DN39654_c0_g1,1.494,0.409,0.257,0.781,0.621,1.249,0.544,0.333,0.473,5.227,1.306,0.85,0.555,0.452,0.449,0.572,5.122,7.303,3.485,16.977,4.029,8.635,6.226
TRINITY_DN39656_c0_g1,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39662_c0_g1,0.174,0.287,0,0,0.294,0.188,0.588,0.18,0,1.287,0.327,0,0,0.164,0,0,0.586,0.751,1.727,1.493,0.949,0.432,1.185
TRINITY_DN39663_c0_g1,1.137,1.634,0.523,0.427,0.932,1.183,1.483,0,0.21,5.24,0.209,0.21,0.185,0.411,0.172,0.763,4.06,9.077,8.087,6.762,2.686,10.71,11.405
TRINITY_DN39679_c0_g1,0.669,0.887,0.129,1.106,0.563,1.258,0.412,1.009,0.473,0,2.096,1.321,0.347,0.765,1.225,0.647,0,0.091,2.223,0,0,0,0
TRINITY_DN39687_c0_g1,0.926,0.6,0.499,0.502,1.587,0.892,0.763,1.171,1.05,73.995,0.771,0.581,0.085,0.576,0.376,0.713,36.877,44.777,5.481,52.639,4.554,56.431,10.053
TRINITY_DN39691_c0_g1,0.614,0.504,0.579,0.688,0.47,1.389,0.79,0.564,0.744,3.622,0.626,0.471,0.277,0.362,0.523,0.39,2.452,1.878,4.343,5.107,6.695,3.217,12.878
TRINITY_DN39694_c0_g1,0,0.2,0.097,0.112,0.302,0.253,0.5,0.975,0.228,0.531,0.227,0,0.3,0,0.09,0,0,0.129,1.179,1.223,1.141,0,2.46
TRINITY_DN39698_c0_g1,0,0.695,0.169,0.409,0.898,0.676,0.36,0.214,0.201,0.318,1.379,1.018,0.709,0.789,0.653,0,0,0,2.689,0,0,0,0
TRINITY_DN39708_c0_g1,0.788,0.948,0.153,0.186,0.327,0.826,0.649,0,0.368,0.292,1.08,0.732,0,0.535,0,0.498,0,0.207,0.269,0.324,2.343,0,0
TRINITY_DN3972_c0_g1,0.11,0,0.169,0.632,0.185,0.648,0.684,0,0.63,0.159,0.308,0.421,0.547,0.099,0.172,0.373,1.825,0.945,3.382,1.475,1.767,0.543,2.931
TRINITY_DN3972_c0_g2,0.11,0,0,0,0.185,0.282,0.228,0,0,0.159,0.308,0,0,0.099,0.172,0,0,0,2.451,0,0,0,0
TRINITY_DN39726_c0_g1,0.77,0,0,0,0.319,0.197,0.947,0,0.184,0.557,0.354,0,0.316,0.173,0.294,0,0.94,0.401,0.269,1.924,1.777,1.17,1.276
TRINITY_DN39765_c0_g1,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39780_c0_g1,4.547,0.496,2.213,10.435,0,0.432,0.342,2.668,0,1.194,0,3.273,0,0.378,0.155,0,0,0.44,0,1.025,0,7.757,1.807
TRINITY_DN3979_c0_g1,1.723,0.243,0.499,0.901,1.142,0.469,0.447,0.547,0.691,3.29,0,2.264,0.092,0.526,0.082,0.191,0.136,3.418,6.06,5.413,1,0.474,0.699
TRINITY_DN39796_c0_g1,0.541,0.443,0.789,0.074,0.579,2.901,0.509,0.539,0.796,1.579,0.363,0.572,0.254,0.987,0.474,0.465,1.676,0.66,5.315,2.104,1.565,1.434,3.523
TRINITY_DN39814_c0_g1,0,0.322,0,0,0.16,0,0.325,0.393,0,0,0.181,0,0,0.181,0,0,0.327,0,0.269,1.655,0.788,0,0
TRINITY_DN39815_c0_g1,1.439,1.156,0,0.335,0.89,0.751,0.737,0.359,1.006,3.635,0.327,0.833,0,0.65,0.408,0.456,4.4,3.224,4.457,3.003,8.31,1.309,6.348
TRINITY_DN39827_c0_g1,0,0,0,0,0,0,0.351,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39832_c0_g1,0.376,0.209,0,0.418,0.05,0.131,0.781,0.316,0.061,0.836,0.762,0.177,0.054,0,0.147,0.166,1.063,0.881,2.306,1.511,1.969,0.474,1.306
TRINITY_DN39838_c0_g1,0.742,0.843,0,0.139,0.126,0.789,0.368,0.145,0.14,0,1.361,0.135,0.485,0.271,0.792,0.124,0,0,0.827,0,0,0,0
TRINITY_DN39871_c0_g1,0,0.087,0,0.102,0.176,0.347,0.535,1.513,0.201,0,0.499,0.505,0,0.197,0.245,0.274,0,0,0.3,0,0,0,0
TRINITY_DN39878_c0_g1,0,0,0.394,0.204,0,0,0.535,0,0,0,0,0,0,0,0.662,0,0,0,0,0,0,0,0
TRINITY_DN3988_c0_g1,1.567,0.591,0.853,0.901,1.159,1.033,0.693,1.505,1.015,3.622,1.569,1.22,0.454,1.151,0.368,0.78,3.229,2.784,4.902,3.705,6.513,2.242,10.478
TRINITY_DN39884_c0_g1,0,0,0,0,0,0,1.807,0,0,1.008,0,0,0,0.304,0,0,0,0,0.093,0,0,0,0.926
TRINITY_DN3989_c0_g1,1.329,1.026,0.394,0.53,0,1.155,0.465,0.889,0.709,0.876,0.762,0.934,1.209,1.151,0.825,0.539,1.485,0.673,2.678,3.039,4.483,0,4.465
TRINITY_DN3989_c0_g2,0,0,0,0,0.386,0,0.702,0,0,1.3,0,0,0,0,0,0,0,1.023,1.396,1.205,9.078,2.354,0
TRINITY_DN39896_c0_g1,0.77,0.156,0.145,1.078,0.319,0.601,0.474,0.573,0.359,0.279,1.043,0.353,0.154,0.518,0.147,0.324,1.567,0.207,2.896,1.906,1.515,0.696,2.946
TRINITY_DN39898_c0_g1,0.596,0.165,0.153,0.279,0.495,0.103,0.325,0.299,0,0.438,0.272,0,0,0,0.074,0.174,0.668,0.104,2.368,0.845,1.606,0.251,0.456
TRINITY_DN3990_c0_g1,0.614,0.313,0.33,0.362,0.193,0.751,0.509,0.308,0.254,2.812,0.971,0.496,0.193,0.247,0.147,0.265,3.433,1.981,2.709,5.269,2.969,3.774,3.447
TRINITY_DN39904_c0_g1,0.211,0.252,0.08,0.39,0,0.329,0.509,0.308,0.096,0.915,0,0.194,0.169,0.378,0.082,0,0,1.891,0.434,0.701,1.808,1.407,1.412
TRINITY_DN39905_c0_g1,0.422,0.183,0.153,0.307,0.244,0.357,0.404,0.325,0.464,1.141,0.454,0.446,0,0.206,0.123,0.307,0.381,0.881,1.748,1.673,1.505,0.808,2.551
TRINITY_DN39911_c0_g1,0.183,0.148,0.137,1.542,0.302,0.77,0.597,0.547,0.683,1.857,0.336,0,1.048,4.145,0.278,0.158,1.199,1.541,2.265,1.529,1.686,0.446,0.805
TRINITY_DN39913_c0_g1,0,0,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3992_c0_g1,0.953,0.635,0.37,0.455,0.537,1.117,0.772,0.667,0.516,1.539,1.08,0.555,0.246,0.551,0.302,0.332,1.008,0.868,3.195,3.687,3.999,1.546,6.743
TRINITY_DN39965_c0_g1,0.229,1.095,0.346,0,0,0,0.561,0.231,0,0,2.068,0.85,0,0,1.201,0.382,0,0,3.133,0,0,0,0
TRINITY_DN39966_c0_g1,1.036,0.826,0.636,1.542,0.68,1.727,0.842,0.41,0.578,5.664,1.878,0.959,1.009,0.937,0.621,0.174,1.349,2.175,3.692,6.852,2.999,3.259,10.418
TRINITY_DN39988_c0_g1,0.779,0.6,0.37,0.641,0.479,1.408,0.605,0.522,0.586,1.38,0.435,0.286,0.216,0.238,0.245,0.448,2.37,1.398,3.164,4.298,4.524,1.95,5.148
TRINITY_DN4000_c0_g1,0,0.104,0.032,0.121,0.143,1.07,0.509,0.043,0.035,0.066,0.499,0.076,0,0.189,0.188,0.183,0.272,0.091,2.565,0.072,1.908,0.056,4.389
TRINITY_DN40018_c0_g1,0.156,1.104,0.7,0.139,1.251,2.713,0.5,1.206,0.709,0.226,1.805,0.985,0.747,0.962,0.58,0,0,0,0.838,0,0,0,0
TRINITY_DN40024_c0_g1,11.284,1.817,3.026,4.729,1.075,3.943,0.474,12.474,6.695,9.909,3.611,4.317,0.655,0.781,2.238,4.662,28.608,19.087,20.052,14.315,27.274,17.534,24.055
TRINITY_DN40035_c0_g1,0,0,0,0,0,0.432,0.684,0.205,0,0,0,0.387,0,0.567,0,0.705,0,0,0.29,0.683,0,0.752,3.645
TRINITY_DN40051_c0_g1,0,0.4,0,0.232,0.134,0.169,0.535,0.077,0.149,0.716,0.372,0.227,0.069,0.296,0.065,0.066,0.817,0.168,0.796,1.097,1.525,0.306,3.872
TRINITY_DN40055_c0_g1,1.228,1.495,0.483,0.938,1.402,1.558,0.886,1.453,1.155,6.394,1.778,1.136,0.701,0.765,0.645,0.854,6.907,4.027,4.509,11.618,7.129,9.387,27.031
TRINITY_DN40060_c0_g1,0.266,2.304,0.732,1.803,0.907,3.304,0.588,0.658,1.269,4.391,0.753,0.581,0.847,1.061,0.229,0.257,0.409,0.647,12.751,7.266,5.695,2.089,42.43
TRINITY_DN40092_c0_g1,0.101,0.8,0.04,0.093,1.167,0.169,0.43,0.256,0.149,0,0.581,1.001,0.046,0,0.196,0.265,0,0,1.313,0,0,0,0
TRINITY_DN40094_c0_g1,0.22,0,0,0,0,0.46,0.36,0.214,0,0,0.399,0.202,0,0,0,0,0,3.237,0.6,0.36,0.868,0.265,0.486
TRINITY_DN4010_c0_g1,4.427,0.582,0.539,0.818,0.596,0.901,0.254,1.924,1.225,3.051,1.243,0.656,0.385,0.312,0.172,1.045,3.392,2.836,4.24,5.485,5.897,1.588,8.367
TRINITY_DN4010_c0_g2,7.342,0.843,0.813,2.388,1.663,3.389,0.342,2.821,3.16,7.336,4.463,1.397,0.624,0.559,1.478,2.48,5.517,3.975,5.781,4.334,10.098,7.66,16.917
TRINITY_DN40104_c0_g1,0.541,0.252,0,0.511,0.067,0.244,0.57,0.539,0,2.149,0.789,0.353,0.324,0.773,0.294,0.73,3.351,0.583,2.161,5,2.918,1.629,3.69
TRINITY_DN4011_c0_g1,1.045,0,0.507,0,0.798,1.38,0.368,0,0,1.38,0.209,0,0,0,0.466,0,1.321,0.531,1.107,1.601,0,0.682,3.447
TRINITY_DN4011_c0_g2,0,0.861,0,0.846,1.092,0,0.377,0.675,0.919,0,0.426,0.833,1.194,0.962,0.114,0.614,0,0.272,0,0,1.121,0.348,0
TRINITY_DN4013_c0_g1,0.477,0.304,0.185,0.251,0.143,1.136,0.474,0.308,0.193,1.632,0.889,0.589,0.031,0.181,0,0.232,1.199,0.285,0.765,0.701,2.02,0.836,5.148
TRINITY_DN4014_c0_g1,0.44,0.356,0.169,0.623,0,0.235,0.36,0.222,0,0.637,0.2,0.21,0,0,0.335,0.937,0.368,0.466,0.61,0.36,0.586,0.265,1.944
TRINITY_DN40145_c0_g1,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40147_c0_g1,0.449,0.356,0.515,0.214,0.185,2.797,0.737,0.889,0,3.224,1.624,0.833,0,0,0.172,0.373,2.915,1.891,3.681,5.935,2.06,2.173,3.432
TRINITY_DN40151_c0_g1,0.678,0.356,0.386,1.338,0.462,1.999,0.404,0.744,0.35,5.983,0.98,0.286,0.57,0.395,0.523,0.531,2.588,1.865,4.695,5.287,4.685,2.535,7.229
TRINITY_DN40166_c0_g1,0,0,0,0.427,0,0,0.368,0,0,0.332,0,0.21,0,0.206,0,0,0.368,0.479,0.931,1.133,2.09,0.822,0.501
TRINITY_DN40178_c0_g1,1.164,0.939,0,0.465,0.134,0.178,0.816,0.333,0.464,4.815,0.762,0.614,0.139,0,0.376,0.282,1.635,2.642,10.331,5,3.08,6.49,4.784
TRINITY_DN40208_c0_g1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40213_c0_g1,0.275,0.556,0,0.13,0,0.141,1.018,0.274,0.131,0.199,0.508,0.379,0.454,0.123,0.106,0,1.58,0.298,2.099,3.003,2.565,1.017,4.601
TRINITY_DN40221_c0_g1,1.311,0.348,0.499,1.422,1.436,1.004,0.535,0.436,0.411,3.144,2.332,0.404,0.709,0.395,0.163,0.921,1.417,1.373,5.398,3.974,5.16,5.014,4.768
TRINITY_DN4023_c0_g1,0.257,0.313,0.491,0.474,0,0,0.518,0,0.473,0.743,0,0.236,0.316,0.115,0.098,0.431,1.471,0.129,0.527,0,6.281,0.474,0
TRINITY_DN40244_c0_g1,0.22,0.27,0.346,0.102,0.462,1.295,0.64,0.222,0.726,1.3,2.05,1.338,0.092,0.707,0.596,0.854,0.545,0.712,4.023,3.759,2.969,1.086,5.755
TRINITY_DN4026_c0_g1,2.952,4.816,1.513,12.971,2.796,6.261,1.588,1.12,1.112,9.777,2.059,0.454,1.078,1.809,0.384,0.265,1.458,3.613,35.946,70.767,27.345,13.676,46.332
TRINITY_DN40265_c0_g1,0.843,1.061,0.266,0.53,0.521,1.192,0.746,0.71,0.481,2.693,1.134,1.043,0.401,0.847,0.433,0.241,2.902,2.978,4.654,6.906,3.342,2.785,8.869
TRINITY_DN40276_c0_g1,0.302,0.574,0.08,0.186,1.092,0.535,0.333,0.205,0.28,0,1.579,0.185,0.331,0.09,0.539,0.257,0,0,2.947,0,0,0,0
TRINITY_DN40279_c0_g1,0.165,0.13,0.378,1.236,0.546,1.38,1.211,0.983,0.928,1.91,3.157,0.766,0.539,1.044,0.874,0.556,3.229,0.518,12.265,6.33,1.525,0.808,12.756
TRINITY_DN40284_c0_g1,0.092,0,0.145,0.26,0,0.094,0.307,0.274,0.088,0.398,0.254,0.168,0.077,0.419,0.139,0.083,0.313,0.388,1.417,0.306,1.242,0.571,2.08
TRINITY_DN40294_c0_g1,0.559,0.191,0.185,0.966,0.395,0.676,0.781,0.958,0.298,2.096,0.962,0.808,0.331,0.937,0.18,0.481,1.716,0.932,3.671,3.111,4.281,1.671,7.76
TRINITY_DN403_c0_g2,8.837,8.65,45.777,20.572,22.664,27.983,10.755,1.188,7.982,10.055,14.334,4.721,10.499,1.702,13.434,15.09,9.768,10.281,5.822,1.295,0.919,0.111,4.055
TRINITY_DN40303_c0_g1,0,0,0,0,0.059,0,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0
TRINITY_DN40314_c0_g1,0,0,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40323_c0_g1,0,0,0,0,0,0,0.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40336_c0_g1,0.367,0.148,0,0.177,0.302,0.385,0.447,0,0.175,0.796,0,0.168,0.3,0,0.139,0.307,0.899,0.194,1.52,1.529,1.212,0,1.625
TRINITY_DN40338_c0_g1,0.137,0.852,0.764,0,1.797,0.451,0.281,0.487,0,0,0.644,2.432,0.116,0.88,0.319,0.415,0,0,1.262,0,0,0,0.471
TRINITY_DN40354_c0_g1,0,0.07,0,0,0,0.563,0.439,0,0.079,0.65,0,0,0.146,0,0.065,0.149,0,0.285,0.869,1.205,1.898,0.334,1.2
TRINITY_DN40367_c0_g1,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40369_c0_g1,0.651,2.66,0,0.056,0,1.014,0.825,0.12,0.114,1.645,0.054,0.926,0,0,0.049,0,0.599,0.829,5.398,3.237,4.16,1.323,1.625
TRINITY_DN40387_c0_g1,0,0.435,0,0.065,0.059,0.216,0.491,0.137,0.123,0.093,0.245,0.37,0,0.058,0,0.058,0.559,0,0.558,0,0.091,0,1.686
TRINITY_DN4042_c0_g1,0.788,0.53,0.37,0.743,0.235,0.3,0.728,0.65,0.919,3.966,0.871,0.387,0.27,0.428,0.212,0.398,1.648,1.696,7.477,3.507,14.712,2.785,12.088
TRINITY_DN40420_c0_g1,0.623,0.591,0.491,0.781,0.437,0.892,0.772,0.316,0.788,0.61,0.962,0.581,0.262,0.288,0.163,0.448,0,0.673,2.916,4.424,2.1,0.39,4.951
TRINITY_DN40425_c0_g1,0.559,0.591,0.129,0.381,0.403,1.202,0.658,0.239,0.228,3.529,1.27,0.522,0.331,0.584,0.123,0.141,1.607,3.444,4.168,5.341,3.363,5.473,6.226
TRINITY_DN40432_c0_g1,0.999,2.408,1.537,0.781,0.546,1.924,0.544,0.992,1.558,0,2.731,0.774,0.817,3.322,1.388,1.336,0.272,0.35,6.194,0,0.879,0,0
TRINITY_DN40443_c0_g1,0,0,0,0,0,0.882,1.132,0,0,0,0.426,0.084,1.14,1.834,5.545,0.946,16.919,9.414,0,0,0.858,2.604,0
TRINITY_DN40473_c0_g1,0,0,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40489_c0_g1,0,0.191,0.129,0,0.067,0.516,0.193,0,0,0.345,0.218,0.219,0,0.51,0.065,0.141,0.668,0.168,2.12,0.414,1.505,1.88,1.64
TRINITY_DN40494_c0_g1,0,0,0,0,0,0,0.386,0,0,0.677,0.426,0,0,0.214,0.531,0.199,0.381,0,1.913,1.547,0,0,1.534
TRINITY_DN405_c0_g1,0.587,0.043,0.04,0.028,0,0.46,0.482,0.077,0.271,2.295,0.517,0.194,0,0.025,0.204,0.548,2.016,1.424,1.717,1.547,2.343,0.195,1.048
TRINITY_DN4050_c0_g1,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4050_c0_g2,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN40506_c0_g1,0,0,0,0.66,0,0,0.289,0.522,0,1.021,0,0.328,0.716,0,0.131,0,0.286,0.181,0.238,0.593,0.464,0,0
TRINITY_DN40519_c0_g1,0,1.365,0,0,0.999,0.253,0.798,0,0.228,0.345,0.662,0,0,0.444,0.547,0.207,0,0,0.672,0,0,0,0
TRINITY_DN40520_c0_g1,0.202,0.417,0.322,0.288,0.26,0.329,0.509,0.205,0,0.756,0,0.093,0.254,0.09,0.155,0.531,1.022,1.101,1.437,3.831,1.515,0.766,1.853
